isogroup58382_g5	Phosducin-like protein 3 OS=Bos taurus GN=PDCL3 PE=2 SV=1 E(blastx)=5e-85
isogroup60595_g3	E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1 E(blastx)=8e-47
isogroup60880_g1	Lymphocyte antigen 6C1 OS=Mus musculus GN=Ly6c1 PE=2 SV=1 E(blastx)=7e-06
isogroup188976_g1	E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2 E(blastx)=8e-10
isogroup52532_g1	Coiled-coil domain-containing protein 60 OS=Homo sapiens GN=CCDC60 PE=1 SV=2 E(blastx)=2e-19
isogroup29261_g1	PR domain zinc finger protein 12 OS=Mus musculus GN=Prdm12 PE=2 SV=1 E(blastx)=4e-10
isogroup60330_g3	Leucine-rich repeat-containing protein C10orf11 homolog OS=Mus musculus PE=1 SV=1 E(blastx)=2e-49
isogroup62683_g2	D-inositol 3-phosphate glycosyltransferase OS=Arthrobacter aurescens (strain TC1) GN=mshA PE=3 SV=1 E(blastx)=4e-10
isogroup91789_g1	Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2 E(blastx)=5e-30
isogroup26548_g2	Thromboxane-A synthase OS=Mus musculus GN=Tbxas1 PE=1 SV=2 E(blastx)=7e-17
isogroup53311_g1	BTB/POZ domain-containing protein 16 OS=Macaca fascicularis GN=BTBD16 PE=2 SV=1 E(blastx)=4e-88
isogroup61755_g1	Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2 E(blastx)=2e-83
isogroup89352_g1	ATP-dependent DNA helicase hus2/rqh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rqh1 PE=1 SV=1 E(blastx)=4e-17
isogroup51665_g1	Transmembrane protein 184B OS=Homo sapiens GN=TMEM184B PE=1 SV=2 E(blastx)=3e-147
isogroup63033_g2	Peroxidasin-like protein OS=Homo sapiens GN=PXDNL PE=1 SV=3 E(blastx)=5e-21
isogroup60363_g1	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1 E(blastx)=5e-27
isogroup23750_g1	Leucine-rich repeat-containing protein 74A OS=Rattus norvegicus GN=Lrrc74a PE=2 SV=1 E(blastx)=2e-14
isogroup55428_g1	Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8 PE=1 SV=1 E(blastx)=1e-14
isogroup53889_g1	Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2 E(blastx)=6e-10
isogroup44721_g1	Octopamine receptor Oamb OS=Drosophila melanogaster GN=Oamb PE=1 SV=1 E(blastx)=8e-05
isogroup34233_g1	Iodotyrosine deiodinase 1 OS=Pongo abelii GN=IYD PE=2 SV=1 E(blastx)=8e-94
isogroup60830_g3	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2 E(blastx)=9e-31
isogroup57190_g5	Peroxisomal sarcosine oxidase OS=Bos taurus GN=PIPOX PE=2 SV=2 E(blastx)=1e-113
isogroup62345_g2	Fibulin-1 OS=Danio rerio GN=fbln1 PE=2 SV=1 E(blastx)=9e-66
isogroup46122_g1	UBX domain-containing protein 1 OS=Xenopus tropicalis GN=ubxn1 PE=2 SV=1 E(blastx)=3e-14
isogroup48541_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=4e-37
isogroup55928_g1	Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2 E(blastx)=5e-103
isogroup55167_g1	Transcription factor IIIA OS=Homo sapiens GN=GTF3A PE=1 SV=3 E(blastx)=3e-28
isogroup47162_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=4e-21
isogroup48747_g1	Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1 E(blastx)=5e-144
isogroup53131_g1	Zinc metalloproteinase nas-14 OS=Caenorhabditis elegans GN=nas-14 PE=2 SV=2 E(blastx)=2e-23
isogroup57719_g7	Ribosome-recycling factor, mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1 E(blastx)=3e-28
isogroup100060_g1	Fibulin-5 OS=Rattus norvegicus GN=Fbln5 PE=2 SV=1 E(blastx)=3e-10
isogroup60821_g3	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3 E(blastx)=2e-141
isogroup59440_g1	Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens GN=ZC3HAV1L PE=1 SV=2 E(blastx)=2e-07
isogroup49673_g1	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=7e-89
isogroup43742_g1	F-box protein At1g78280 OS=Arabidopsis thaliana GN=At1g78280 PE=2 SV=3 E(blastx)=4e-24
isogroup61512_g1	Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1 E(blastx)=2e-17
isogroup13437_g1	Adenylate kinase 2, mitochondrial OS=Danio rerio GN=ak2 PE=2 SV=1 E(blastx)=1e-110
isogroup55988_g1	Junctophilin-1 OS=Mus musculus GN=Jph1 PE=1 SV=1 E(blastx)=6e-76
isogroup48618_g2	Gremlin-2 OS=Homo sapiens GN=GREM2 PE=2 SV=1 E(blastx)=1e-26
isogroup163691_g1	Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4 E(blastx)=1e-35
isogroup50603_g1	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Gallus gallus GN=LITAF PE=2 SV=1 E(blastx)=3e-27
isogroup58869_g4	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2 E(blastx)=7e-07
isogroup28692_g1	Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=9e-21
isogroup27246_g2	Type I iodothyronine deiodinase OS=Sus scrofa GN=DIO1 PE=2 SV=2 E(blastx)=2e-09
isogroup51938_g2	Solute carrier family 15 member 4 OS=Xenopus laevis GN=slc15a4 PE=2 SV=1 E(blastx)=5e-56
isogroup62361_g1	Apolipophorins OS=Locusta migratoria PE=1 SV=2 E(blastx)=4e-62
isogroup63098_g2	Fat storage-inducing transmembrane protein 2 OS=Homo sapiens GN=FITM2 PE=2 SV=1 E(blastx)=5e-47
isogroup141914_g1	Ferritin heavy chain B OS=Xenopus laevis GN=fth1-b PE=2 SV=2 E(blastx)=2e-20
isogroup58402_g1	Fibroblast growth factor receptor 2 OS=Xenopus laevis GN=fgfr2 PE=2 SV=1 E(blastx)=6e-95
isogroup120151_g1	S1 RNA-binding domain-containing protein 1 OS=Pongo abelii GN=SRBD1 PE=2 SV=1 E(blastx)=1e-45
isogroup61351_g2	Synaptotagmin-like protein 4 OS=Homo sapiens GN=SYTL4 PE=1 SV=2 E(blastx)=7e-58
isogroup34173_g1	HEAT repeat-containing protein 6 OS=Pongo abelii GN=HEATR6 PE=2 SV=1 E(blastx)=2e-157
isogroup60801_g2	Inositol polyphosphate 5-phosphatase OCRL-1 OS=Rattus norvegicus GN=Ocrl PE=1 SV=1 E(blastx)=2e-09
isogroup57907_g1	Histamine N-methyltransferase OS=Xenopus tropicalis GN=hnmt PE=2 SV=1 E(blastx)=3e-13
isogroup58584_g1	Nucleoside diphosphate kinase 7 OS=Rattus norvegicus GN=Nme7 PE=1 SV=1 E(blastx)=2e-16
isogroup23501_g1	Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5 E(blastx)=5e-15
isogroup61536_g1	Glycine receptor subunit alpha-1 OS=Homo sapiens GN=GLRA1 PE=1 SV=2 E(blastx)=3e-70
isogroup55192_g1	PRA1 family protein 3 OS=Gallus gallus GN=ARL6IP5 PE=2 SV=1 E(blastx)=5e-30
isogroup46624_g1	Protein transport protein Sec61 subunit beta OS=Pongo abelii GN=SEC61B PE=3 SV=3 E(blastx)=9e-17
isogroup57990_g4	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=2e-51
isogroup60607_g4	CASP8-associated protein 2 OS=Mus musculus GN=Casp8ap2 PE=1 SV=2 E(blastx)=6e-06
isogroup57347_g1	Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio GN=creld2 PE=2 SV=2 E(blastx)=2e-75
isogroup28627_g1	Nanos homolog 1 OS=Danio rerio GN=nanos1 PE=2 SV=1 E(blastx)=6e-23
isogroup53710_g1	General transcription factor IIH subunit 4 OS=Pan troglodytes GN=GTF2H4 PE=3 SV=1 E(blastx)=7e-119
isogroup29208_g1	Synaptic functional regulator FMR1 OS=Xenopus laevis GN=fmr1-a PE=1 SV=1 E(blastx)=3e-16
isogroup52727_g1	Tolloid-like protein 2 OS=Xenopus laevis GN=tll2 PE=2 SV=1 E(blastx)=2e-19
isogroup21069_g1	Chymotrypsin-like elastase family member 2A OS=Homo sapiens GN=CELA2A PE=1 SV=1 E(blastx)=6e-34
isogroup61470_g4	OTU domain-containing protein DDB_G0284757 OS=Dictyostelium discoideum GN=DDB_G0284757 PE=3 SV=2 E(blastx)=6e-07
isogroup40755_g1	Dickkopf-related protein 3 OS=Gallus gallus GN=DKK3 PE=2 SV=1 E(blastx)=3e-06
isogroup51833_g1	Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus GN=Gde1 PE=1 SV=1 E(blastx)=1e-56
isogroup180852_g1	Formin-like protein 5 OS=Oryza sativa subsp. japonica GN=FH5 PE=2 SV=2 E(blastx)=2e-07
isogroup54274_g1	Pentatricopeptide repeat-containing protein 1, mitochondrial OS=Rattus norvegicus GN=Ptcd1 PE=2 SV=1 E(blastx)=5e-39
isogroup52895_g1	Trimethylguanosine synthase OS=Homo sapiens GN=TGS1 PE=1 SV=3 E(blastx)=2e-109
isogroup34399_g1	MIP18 family protein FAM96A OS=Mus musculus GN=Fam96a PE=1 SV=1 E(blastx)=1e-44
isogroup58407_g1	Disrupted in renal carcinoma protein 2 homolog OS=Xenopus laevis GN=dirc2 PE=2 SV=1 E(blastx)=5e-41
isogroup89271_g1	Tubulin delta chain OS=Xenopus tropicalis GN=tubd1 PE=2 SV=1 E(blastx)=2e-63
isogroup30375_g2	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3 E(blastx)=4e-08
isogroup60749_g1	Protein broad-minded OS=Danio rerio GN=tbc1d32 PE=3 SV=2 E(blastx)=6e-13
isogroup51023_g1	Bone morphogenetic protein 1 homolog OS=Strongylocentrotus purpuratus PE=2 SV=1 E(blastx)=3e-24
isogroup45476_g1	Apoptosis-linked gene 2-interacting protein X 1 OS=Caenorhabditis elegans GN=alx-1 PE=2 SV=3 E(blastx)=1e-177
isogroup52997_g1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Gallus gallus GN=C1GALT1 PE=2 SV=1 E(blastx)=5e-98
isogroup54778_g1	Ufm1-specific protease 1 OS=Mus musculus GN=Ufsp1 PE=1 SV=1 E(blastx)=5e-53
isogroup90467_g1	Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=1 SV=1 E(blastx)=5e-07
isogroup51771_g1	DNA-directed RNA polymerase III subunit RPC4 OS=Bos taurus GN=POLR3D PE=2 SV=1 E(blastx)=5e-43
isogroup45986_g1	Neuropeptide FF receptor 2 OS=Rattus norvegicus GN=Npffr2 PE=2 SV=1 E(blastx)=6e-23
isogroup48296_g2	Aromatic-amino-acid aminotransferase 1 OS=Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C) GN=OCC_04335 PE=1 SV=1 E(blastx)=3e-13
isogroup55447_g5	Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1 E(blastx)=4e-132
isogroup88623_g1	Tudor domain-containing protein 1 OS=Oryzias latipes GN=tdrd1 PE=2 SV=1 E(blastx)=2e-05
isogroup55453_g1	TRAF3-interacting protein 1 OS=Danio rerio GN=traf3ip1 PE=2 SV=1 E(blastx)=7e-52
isogroup56426_g1	E3 ubiquitin-protein ligase TRAF7 OS=Mus musculus GN=Traf7 PE=1 SV=1 E(blastx)=3e-87
isogroup56432_g1	ADP-ribosylation factor-like protein 13B OS=Mus musculus GN=Arl13b PE=1 SV=2 E(blastx)=2e-70
isogroup59207_g1	Glycerol-3-phosphate phosphatase OS=Rattus norvegicus GN=Pgp PE=1 SV=1 E(blastx)=1e-81
isogroup59685_g1	Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=1 SV=2 E(blastx)=5e-173
isogroup15907_g1	Extended synaptotagmin-3 OS=Xenopus tropicalis GN=esyt3 PE=2 SV=1 E(blastx)=4e-32
isogroup62291_g2	Tripartite motif-containing protein 2 OS=Ailuropoda melanoleuca GN=TRIM2 PE=3 SV=1 E(blastx)=1e-37
isogroup62115_g1	Serine/threonine-protein kinase LMTK1 OS=Mus musculus GN=Aatk PE=1 SV=1 E(blastx)=9e-56
isogroup47551_g2	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=2e-37
isogroup60627_g2	Transmembrane protein 115 OS=Bos taurus GN=TMEM115 PE=2 SV=1 E(blastx)=2e-70
isogroup52861_g1	SHC-transforming protein 1 OS=Xenopus laevis GN=shc1 PE=1 SV=2 E(blastx)=5e-57
isogroup60420_g1	LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1 E(blastx)=8e-07
isogroup52148_g2	Activating transcription factor 7-interacting protein 1 OS=Gallus gallus GN=ATF7IP PE=2 SV=1 E(blastx)=9e-13
isogroup56627_g2	Solute carrier family 23 member 2 OS=Xenopus tropicalis GN=slc23a2 PE=2 SV=1 E(blastx)=2e-171
isogroup52415_g2	Hexokinase-2 OS=Rattus norvegicus GN=Hk2 PE=1 SV=1 E(blastx)=8e-114
isogroup54331_g1	Ubiquitin carboxyl-terminal hydrolase 3 OS=Mus musculus GN=Usp3 PE=2 SV=1 E(blastx)=1e-151
isogroup62839_g1	Torsin-1A OS=Macaca fascicularis GN=TOR1A PE=2 SV=1 E(blastx)=6e-91
isogroup44686_g1	Testis-expressed sequence 36 protein OS=Homo sapiens GN=TEX36 PE=2 SV=1 E(blastx)=9e-12
isogroup47729_g1	Tumor necrosis factor receptor superfamily member 16 OS=Mus musculus GN=Ngfr PE=1 SV=1 E(blastx)=7e-07
isogroup139702_g1	SH3 and PX domain-containing protein 2A OS=Mus musculus GN=Sh3pxd2a PE=1 SV=2 E(blastx)=5e-08
isogroup49533_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=1e-105
isogroup162739_g1	Sushi repeat-containing protein SRPX2 OS=Rattus norvegicus GN=Srpx2 PE=1 SV=1 E(blastx)=3e-18
isogroup56760_g1	Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3 E(blastx)=3e-58
isogroup47271_g1	WD repeat-containing protein 48 OS=Gallus gallus GN=WDR48 PE=2 SV=1 E(blastx)=1e-59
isogroup60545_g1	Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3 E(blastx)=3e-10
isogroup50347_g3	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Mus musculus GN=Mgat5 PE=2 SV=1 E(blastx)=3e-175
isogroup61634_g3	Telomerase-binding protein EST1A OS=Pongo abelii GN=SMG6 PE=2 SV=1 E(blastx)=2e-49
isogroup49234_g1	Flotillin-2 OS=Bos taurus GN=FLOT2 PE=2 SV=1 E(blastx)=5e-24
isogroup19395_g1	Acid-sensing ion channel 1 OS=Danio rerio GN=asic1 PE=1 SV=1 E(blastx)=3e-15
isogroup717_g1	PR domain zinc finger protein 13 OS=Homo sapiens GN=PRDM13 PE=2 SV=2 E(blastx)=5e-38
isogroup62302_g1	Protein Wnt-2b OS=Mus musculus GN=Wnt2b PE=2 SV=3 E(blastx)=3e-45
isogroup57293_g1	Palmitoleoyl-protein carboxylesterase notum2 OS=Xenopus laevis GN=notum2 PE=2 SV=1 E(blastx)=1e-19
isogroup60750_g1	Ethylmalonyl-CoA decarboxylase OS=Xenopus tropicalis GN=echdc1 PE=2 SV=1 E(blastx)=1e-38
isogroup53313_g1	Cartilage matrix protein OS=Gallus gallus GN=MATN1 PE=1 SV=2 E(blastx)=6e-20
isogroup44112_g1	Kelch-like protein 6 OS=Mus musculus GN=Klhl6 PE=2 SV=2 E(blastx)=4e-33
isogroup51245_g2	tRNA (cytosine-5-)-methyltransferase OS=Bos taurus GN=TRDMT1 PE=2 SV=1 E(blastx)=2e-53
isogroup52612_g1	UPF0676 protein C1494.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1494.01 PE=3 SV=2 E(blastx)=2e-34
isogroup57405_g1	Leucine aminopeptidase 1 OS=Caenorhabditis elegans GN=lap-1 PE=1 SV=1 E(blastx)=1e-114
isogroup15543_g1	4-hydroxyphenylpyruvate dioxygenase-like protein OS=Rattus norvegicus GN=Hpdl PE=2 SV=1 E(blastx)=5e-54
isogroup54346_g2	Kinesin light chain OS=Doryteuthis pealeii PE=2 SV=1 E(blastx)=1e-06
isogroup54923_g1	Heparan sulfate 2-O-sulfotransferase 1 OS=Pongo abelii GN=HS2ST1 PE=2 SV=1 E(blastx)=3e-127
isogroup139555_g1	G1/S-specific cyclin-D2 OS=Sus scrofa GN=CCND2 PE=2 SV=1 E(blastx)=1e-33
isogroup61041_g6	Post-GPI attachment to proteins factor 2 OS=Xenopus laevis GN=pgap2 PE=2 SV=1 E(blastx)=6e-20
isogroup61829_g2	Leucine-rich repeat serine/threonine-protein kinase 1 OS=Homo sapiens GN=LRRK1 PE=1 SV=3 E(blastx)=8e-113
isogroup185216_g1	Gelation factor OS=Dictyostelium discoideum GN=abpC PE=1 SV=1 E(blastx)=2e-09
isogroup58612_g3	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1 E(blastx)=1e-29
isogroup60129_g1	Spermatogenesis-associated serine-rich protein 2 OS=Mus musculus GN=Spats2 PE=1 SV=1 E(blastx)=2e-25
isogroup144123_g1	Histone H3.3 OS=Vitis vinifera PE=2 SV=3 E(blastx)=3e-76
isogroup61300_g3	Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2 E(blastx)=2e-164
isogroup48964_g1	Tubulin polyglutamylase TTLL7 OS=Xenopus tropicalis GN=ttll7 PE=2 SV=2 E(blastx)=2e-26
isogroup36325_g1	Bile acid-CoA:amino acid N-acyltransferase OS=Mus musculus GN=Baat PE=1 SV=1 E(blastx)=6e-66
isogroup48357_g1	Transcription factor HES-1 OS=Gallus gallus GN=HES1 PE=2 SV=1 E(blastx)=2e-23
isogroup29293_g1	C2 domain-containing protein 3 OS=Xenopus tropicalis GN=c2cd3 PE=2 SV=2 E(blastx)=3e-87
isogroup59220_g6	Putative ubiquitin thioesterase 232R OS=Invertebrate iridescent virus 3 GN=IIV3-084L PE=3 SV=1 E(blastx)=1e-05
isogroup46836_g1	PCTP-like protein OS=Mus musculus GN=Stard10 PE=1 SV=1 E(blastx)=1e-60
isogroup58845_g4	E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2 E(blastx)=7e-12
isogroup112025_g1	Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1 E(blastx)=9e-22
isogroup55941_g1	Proton myo-inositol cotransporter OS=Mus musculus GN=Slc2a13 PE=1 SV=2 E(blastx)=1e-174
isogroup53173_g2	Synaptic vesicular amine transporter OS=Mus musculus GN=Slc18a2 PE=1 SV=1 E(blastx)=6e-56
isogroup57772_g1	Potassium voltage-gated channel subfamily A member 4 OS=Bos taurus GN=KCNA4 PE=1 SV=1 E(blastx)=3e-06
isogroup55848_g1	Ubiquitin-like protein 4A OS=Plecturocebus moloch GN=UBL4A PE=3 SV=1 E(blastx)=2e-27
isogroup57800_g2	Muscle, skeletal receptor tyrosine-protein kinase OS=Homo sapiens GN=MUSK PE=1 SV=1 E(blastx)=5e-06
isogroup51934_g1	Dephospho-CoA kinase domain-containing protein OS=Danio rerio GN=dcakd PE=2 SV=1 E(blastx)=2e-70
isogroup87911_g1	Amiloride-sensitive amine oxidase [copper-containing] OS=Mus musculus GN=Aoc1 PE=2 SV=1 E(blastx)=3e-179
isogroup49183_g1	DNA-binding protein RFX6 OS=Danio rerio GN=rfx6 PE=2 SV=2 E(blastx)=9e-72
isogroup63109_g1	Nesprin-1 OS=Mus musculus GN=Syne1 PE=1 SV=2 E(blastx)=4e-61
isogroup1488_g1	Leucine-rich repeat-containing protein 74A OS=Rattus norvegicus GN=Lrrc74a PE=2 SV=1 E(blastx)=7e-05
isogroup61102_g1	UBX domain-containing protein 8 OS=Mus musculus GN=Ubxn8 PE=1 SV=1 E(blastx)=4e-15
isogroup61808_g3	Atrial natriuretic peptide receptor 1 OS=Homo sapiens GN=NPR1 PE=1 SV=1 E(blastx)=6e-177
isogroup54861_g1	Peroxisome biogenesis factor 10 OS=Homo sapiens GN=PEX10 PE=1 SV=1 E(blastx)=7e-73
isogroup10808_g1	Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3 E(blastx)=3e-12
isogroup62981_g1	Single-stranded DNA-binding protein, mitochondrial OS=Drosophila melanogaster GN=mtSSB PE=1 SV=2 E(blastx)=1e-20
isogroup57275_g1	F-box only protein 9 OS=Rattus norvegicus GN=Fbxo9 PE=1 SV=1 E(blastx)=6e-91
isogroup46452_g1	Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5 E(blastx)=9e-12
isogroup52971_g1	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 OS=Homo sapiens GN=ZRSR2 PE=1 SV=2 E(blastx)=4e-76
isogroup26835_g1	60S ribosomal protein L38 OS=Branchiostoma belcheri GN=RPL38 PE=3 SV=1 E(blastx)=7e-25
isogroup61745_g2	Kinesin light chain OS=Strongylocentrotus purpuratus PE=2 SV=1 E(blastx)=2e-07
isogroup57006_g1	Cilia- and flagella-associated protein 100 OS=Macaca fascicularis GN=CFAP100 PE=2 SV=2 E(blastx)=3e-102
isogroup63118_g2	Carboxypeptidase E OS=Pan troglodytes GN=CPE PE=2 SV=1 E(blastx)=4e-30
isogroup54821_g2	Matrix metalloproteinase-24 OS=Mus musculus GN=Mmp24 PE=1 SV=2 E(blastx)=2e-77
isogroup37631_g1	Putative nuclease HARBI1 OS=Danio rerio GN=harbi1 PE=2 SV=1 E(blastx)=1e-23
isogroup57446_g1	Tripartite motif-containing protein 2 OS=Ailuropoda melanoleuca GN=TRIM2 PE=3 SV=1 E(blastx)=3e-13
isogroup53743_g1	Autophagy-related protein 13 OS=Bos taurus GN=ATG13 PE=2 SV=1 E(blastx)=8e-75
isogroup137286_g1	Gamma-aminobutyric acid receptor subunit beta-1 OS=Bos taurus GN=GABRB1 PE=1 SV=1 E(blastx)=1e-21
isogroup60197_g2	Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1 E(blastx)=2e-122
isogroup186635_g1	Sodium- and chloride-dependent GABA transporter 1 OS=Homo sapiens GN=SLC6A1 PE=1 SV=2 E(blastx)=1e-46
isogroup37353_g1	Spindle assembly abnormal protein 6 homolog OS=Gallus gallus GN=SASS6 PE=2 SV=1 E(blastx)=3e-13
isogroup55468_g1	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1 E(blastx)=4e-52
isogroup55110_g1	39S ribosomal protein L3, mitochondrial OS=Mus musculus GN=Mrpl3 PE=1 SV=1 E(blastx)=2e-60
isogroup28536_g1	Cyclin-dependent kinase 5 activator 1 OS=Bos taurus GN=CDK5R1 PE=1 SV=1 E(blastx)=2e-47
isogroup49148_g1	Integrator complex subunit 3 OS=Pongo abelii GN=INTS3 PE=2 SV=1 E(blastx)=5e-177
isogroup15563_g1	Aspartate beta-hydroxylase domain-containing protein 2 OS=Homo sapiens GN=ASPHD2 PE=2 SV=1 E(blastx)=2e-49
isogroup30391_g1	Probable serine/threonine-protein kinase drkD OS=Dictyostelium discoideum GN=drkD PE=2 SV=1 E(blastx)=3e-11
isogroup30941_g1	Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2 E(blastx)=5e-62
isogroup37696_g1	Glucokinase regulatory protein OS=Xenopus laevis GN=gckr PE=1 SV=1 E(blastx)=1e-18
isogroup54780_g1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2 E(blastx)=2e-125
isogroup52521_g1	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus GN=Ndufv2 PE=1 SV=2 E(blastx)=3e-119
isogroup56660_g1	Rap guanine nucleotide exchange factor 1 OS=Homo sapiens GN=RAPGEF1 PE=1 SV=3 E(blastx)=5e-115
isogroup37150_g1	Unconventional myosin-XIX OS=Mus musculus GN=Myo19 PE=2 SV=1 E(blastx)=1e-51
isogroup59689_g2	SID1 transmembrane family member 1 OS=Mus musculus GN=Sidt1 PE=1 SV=1 E(blastx)=1e-09
isogroup20452_g2	Transmembrane channel-like protein 7 OS=Gallus gallus GN=Tmc7 PE=2 SV=1 E(blastx)=4e-38
isogroup61806_g3	Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1 E(blastx)=7e-135
isogroup60481_g1	Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 E(blastx)=2e-180
isogroup28751_g1	Adenylate cyclase type 10 OS=Homo sapiens GN=ADCY10 PE=1 SV=3 E(blastx)=9e-07
isogroup52785_g1	Zinc finger SWIM domain-containing protein 7 OS=Mus musculus GN=Zswim7 PE=2 SV=1 E(blastx)=1e-27
isogroup12574_g1	Synaptotagmin-14 OS=Mus musculus GN=Syt14 PE=2 SV=1 E(blastx)=3e-10
isogroup61169_g1	N-terminal EF-hand calcium-binding protein 1 OS=Rattus norvegicus GN=Necab1 PE=1 SV=1 E(blastx)=5e-71
isogroup47764_g1	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens GN=ALG8 PE=1 SV=2 E(blastx)=5e-82
isogroup62758_g3	CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2 E(blastx)=9e-19
isogroup157291_g1	A disintegrin and metalloproteinase with thrombospondin motifs 3 OS=Homo sapiens GN=ADAMTS3 PE=2 SV=4 E(blastx)=8e-09
isogroup57941_g1	Testicular acid phosphatase homolog OS=Xenopus laevis GN=acpt PE=2 SV=1 E(blastx)=7e-25
isogroup58774_g10	Vesicular inhibitory amino acid transporter OS=Xenopus tropicalis GN=slc32a1 PE=2 SV=1 E(blastx)=1e-61
isogroup50124_g1	Kelch-like protein 17 OS=Rattus norvegicus GN=Klhl17 PE=1 SV=1 E(blastx)=4e-79
isogroup60081_g1	Monocarboxylate transporter 10 OS=Danio rerio GN=slc16a10 PE=2 SV=1 E(blastx)=2e-39
isogroup59623_g8	Harmonin OS=Homo sapiens GN=USH1C PE=1 SV=3 E(blastx)=5e-46
isogroup160948_g1	Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 1 OS=Glycine max GN=FAD2-1 PE=2 SV=1 E(blastx)=2e-26
